context_id,pair_id,verb,s1,s2,list_id
46,1499,escaped,A: The ape researcher identified which chimpanzee the poacher had escaped.,B: The ape researcher identified which poacher the chimpanzee had escaped.,1
23,699,looked at,A: The dance instructor noticed which onlookers the performers had looked at.,B: The dance instructor noticed which performers the onlookers had looked at.,1
11,297,fired,A: The nanny knew which billionaire the housekeeper had fired.,B: The nanny knew which housekeeper the billionaire had fired.,1
4,92,ordered,A: The historian documented which assassin the prince had ordered.,B: The historian documented which prince the assassin had ordered.,1
37,1188,liked,A: The broadcaster explained which judge the contestant had liked.,B: The broadcaster explained which contestant the judge had liked.,1
55,1824,taken,A: Teresa knew which neighbor the parrot had taken.,B: Teresa knew which parrot the neighbor had taken.,1
42,1359,spoken,A: The prison warden guessed which jailer the inmate had spoken.,B: The prison warden guessed which inmate the jailer had spoken.,1
39,1260,talked about,A: The family counselor understood which daughter the stepparent had talked about.,B: The family counselor understood which stepparent the daughter had talked about.,1
39,1246,gone,A: The family counselor understood which daughter the stepparent had gone.,B: The family counselor understood which stepparent the daughter had gone.,1
13,356,requested,A: Tracy announced which applicant the administrator had requested.,B: Tracy announced which administrator the applicant had requested.,1
58,1970,hurt,A: The farmhand recorded which breeder the goats had hurt.,B: The farmhand recorded which goats the breeder had hurt.,1
39,1226,disliked,A: The family counselor understood which stepparent the daughter had disliked.,B: The family counselor understood which daughter the stepparent had disliked.,1
43,1402,gathered,A: The producer observed which acrobats the viewers had gathered.,B: The producer observed which viewers the acrobats had gathered.,1
39,1258,picked,A: The family counselor understood which stepparent the daughter had picked.,B: The family counselor understood which daughter the stepparent had picked.,1
44,1433,requested,A: The queen recognized which nobleman the comedian had requested.,B: The queen recognized which comedian the nobleman had requested.,1
1,4,come,A: The librarian documented which journalist the celebrities had come.,B: The librarian documented which celebrities the journalist had come.,1
11,296,enjoyed,A: The nanny knew which housekeeper the billionaire had enjoyed.,B: The nanny knew which billionaire the housekeeper had enjoyed.,1
60,2037,killed,A: The security guard investigated which loiterer the patrolman had killed.,B: The security guard investigated which patrolman the loiterer had killed.,1
52,1693,seen,A: The policeman knew which detective the suspect had seen.,B: The policeman knew which suspect the detective had seen.,1
40,1289,caught,A: The newscaster confirmed which policeman the fugitive had caught.,B: The newscaster confirmed which fugitive the policeman had caught.,1
48,1565,asked,A: The committee member guessed which president the advisors had asked.,B: The committee member guessed which advisors the president had asked.,1
7,168,run away,A: The naturalist observed which deer the predators had run away.,B: The naturalist observed which predators the deer had run away.,1
18,528,chosen,A: The royal cook asked which chef the lord had chosen.,B: The royal cook asked which lord the chef had chosen.,1
20,594,acquired,A: The wildlife curator mentioned which zookeeper the ape had acquired.,B: The wildlife curator mentioned which ape the zookeeper had acquired.,1
28,861,videoed,A: The bird watcher saw which photographer the hawk had videoed.,B: The bird watcher saw which hawk the photographer had videoed.,1
54,1816,killed,A: Jack observed which conductor the passenger had killed.,B: Jack observed which passenger the conductor had killed.,1
24,743,tormented,A: The high schooler heard which jock the geek had tormented.,B: The high schooler heard which geek the jock had tormented.,1
48,1567,conferred,A: The committee member guessed which advisors the president had conferred.,B: The committee member guessed which president the advisors had conferred.,1
11,303,married,A: The nanny knew which billionaire the housekeeper had married.,B: The nanny knew which housekeeper the billionaire had married.,1
14,382,laughed,A: The birthday boy saw which clown the friend had laughed.,B: The birthday boy saw which friend the clown had laughed.,1
20,595,punished,A: The wildlife curator mentioned which zookeeper the ape had punished.,B: The wildlife curator mentioned which ape the zookeeper had punished.,1
48,1553,hired,A: The committee member guessed which president the advisors had hired.,B: The committee member guessed which advisors the president had hired.,1
33,1030,identified,A: The sailor saw which whale the man had identified.,B: The sailor saw which man the whale had identified.,1
12,336,encountered,A: The researcher learned which biologist the whale had encountered.,B: The researcher learned which whale the biologist had encountered.,1
59,1986,slain,A: The four-year-old knew which dragon the hero had slain.,B: The four-year-old knew which hero the dragon had slain.,1
55,1842,talked to,A: Teresa knew which neighbor the parrot had talked to.,B: Teresa knew which parrot the neighbor had talked to.,1
50,1631,banished,A: The military man knew which soldiers the general had banished.,B: The military man knew which general the soldiers had banished.,1
4,84,murdered,A: The historian documented which assassin the prince had murdered.,B: The historian documented which prince the assassin had murdered.,1
15,446,photographed,A: The columnist publicized which photographer the celebrity had photographed.,B: The columnist publicized which celebrity the photographer had photographed.,1
60,1996,eaten,A: The security guard investigated which loiterer the patrolman had eaten.,B: The security guard investigated which patrolman the loiterer had eaten.,1
52,1707,escaped,A: The policeman knew which suspect the detective had escaped.,B: The policeman knew which detective the suspect had escaped.,1
14,404,run,A: The birthday boy saw which friend the clown had run.,B: The birthday boy saw which clown the friend had run.,1
17,509,identified,A: The police officer noted which jeweler the burglar had identified.,B: The police officer noted which burglar the jeweler had identified.,1
24,748,assaulted,A: The high schooler heard which jock the geek had assaulted.,B: The high schooler heard which geek the jock had assaulted.,1
16,484,picked,A: The documentarian showed which piglets the agriculturalist had picked.,B: The documentarian showed which agriculturalist the piglets had picked.,1
26,786,punished,A: The ringmaster recognized which cheetah the tamer had punished.,B: The ringmaster recognized which tamer the cheetah had punished.,1
19,556,trained,A: The trapeze artist indicated which lion the trainer had trained.,B: The trapeze artist indicated which trainer the lion had trained.,1
54,1771,targeted,A: Jack observed which conductor the passenger had targeted.,B: Jack observed which passenger the conductor had targeted.,1
27,830,stayed,A: The travel agent recorded which guests the innkeeper had stayed.,B: The travel agent recorded which innkeeper the guests had stayed.,1
8,203,waited,A: The restaurant owner forgot which customer the waitress had waited.,B: The restaurant owner forgot which waitress the customer had waited.,1
57,1922,run from,A: The cotton farmer wondered which slave the master had run from.,B: The cotton farmer wondered which master the slave had run from.,1
60,2006,whipped,A: The security guard investigated which patrolman the loiterer had whipped.,B: The security guard investigated which loiterer the patrolman had whipped.,1
50,1628,complained,A: The military man knew which general the soldiers had complained.,B: The military man knew which soldiers the general had complained.,1
51,1654,serviced,A: The parole officer confirmed which psychologist the delinquent had serviced.,B: The parole officer confirmed which delinquent the psychologist had serviced.,1
29,910,made,A: The costume designer confirmed which actor the barber had made.,B: The costume designer confirmed which barber the actor had made.,1
36,1112,exhumed,A: Tonia explained which housewife the conman had exhumed.,B: Tonia explained which conman the housewife had exhumed.,1
35,1086,been,A: The undead king recognized which woman the zombie had been.,B: The undead king recognized which zombie the woman had been.,1
12,342,bonded,A: The researcher learned which whale the biologist had bonded.,B: The researcher learned which biologist the whale had bonded.,1
17,507,recognized,A: The police officer noted which burglar the jeweler had recognized.,B: The police officer noted which jeweler the burglar had recognized.,1
24,733,tackled,A: The high schooler heard which geek the jock had tackled.,B: The high schooler heard which jock the geek had tackled.,1
2,49,haunted,A: The old widower remembered which ghost the villager had haunted.,B: The old widower remembered which villager the ghost had haunted.,1
26,806,mauled,A: The ringmaster recognized which tamer the cheetah had mauled.,B: The ringmaster recognized which cheetah the tamer had mauled.,1
18,538,ordered,A: The royal cook asked which chef the lord had ordered.,B: The royal cook asked which lord the chef had ordered.,1
56,1899,made,A: The art critic identified which artist the model had made.,B: The art critic identified which model the artist had made.,1
56,1874,witnessed,A: The art critic identified which artist the model had witnessed.,B: The art critic identified which model the artist had witnessed.,1
53,1735,avoided,A: The priest knew which demon the exorcist had avoided.,B: The priest knew which exorcist the demon had avoided.,1
28,885,flown towards,A: The bird watcher saw which photographer the hawk had flown towards.,B: The bird watcher saw which hawk the photographer had flown towards.,1
37,1177,fooled,A: The broadcaster explained which contestant the judge had fooled.,B: The broadcaster explained which judge the contestant had fooled.,1
8,196,complained,A: The restaurant owner forgot which waitress the customer had complained.,B: The restaurant owner forgot which customer the waitress had complained.,1
13,361,worked,A: Tracy announced which administrator the applicant had worked.,B: Tracy announced which applicant the administrator had worked.,1
41,1310,witnessed,A: The opera composer revealed which singer the pirate had witnessed.,B: The opera composer revealed which pirate the singer had witnessed.,1
34,1046,eaten,A: The sheriff recalled which locals the gangsters had eaten.,B: The sheriff recalled which gangsters the locals had eaten.,1
45,1478,been to,A: The reporter inquired which groomer the animals had been to.,B: The reporter inquired which animals the groomer had been to.,1
36,1140,loved,A: Tonia explained which conman the housewife had loved.,B: Tonia explained which housewife the conman had loved.,1
53,1744,fought,A: The priest knew which demon the exorcist had fought.,B: The priest knew which exorcist the demon had fought.,1
20,619,taught sign language,A: The wildlife curator mentioned which ape the zookeeper had taught sign language.,B: The wildlife curator mentioned which zookeeper the ape had taught sign language.,1
27,816,fled,A: The travel agent recorded which guests the innkeeper had fled.,B: The travel agent recorded which innkeeper the guests had fled.,1
4,87,selected,A: The historian documented which prince the assassin had selected.,B: The historian documented which assassin the prince had selected.,1
17,498,chosen,A: The police officer noted which burglar the jeweler had chosen.,B: The police officer noted which jeweler the burglar had chosen.,1
14,402,pretended,A: The birthday boy saw which friend the clown had pretended.,B: The birthday boy saw which clown the friend had pretended.,1
55,1829,pecked,A: Teresa knew which parrot the neighbor had pecked.,B: Teresa knew which neighbor the parrot had pecked.,1
41,1328,waited for,A: The opera composer revealed which singer the pirate had waited for.,B: The opera composer revealed which pirate the singer had waited for.,1
6,144,recognized,A: The judo master recognized which defender the assailant had recognized.,B: The judo master recognized which assailant the defender had recognized.,1
60,2014,ignored,A: The security guard investigated which loiterer the patrolman had ignored.,B: The security guard investigated which patrolman the loiterer had ignored.,1
35,1089,turned,A: The undead king recognized which woman the zombie had turned.,B: The undead king recognized which zombie the woman had turned.,1
38,1199,betrayed,A: The campaign volunteer speculated which voters the mayor had betrayed.,B: The campaign volunteer speculated which mayor the voters had betrayed.,1
43,1397,paid,A: The producer observed which acrobats the viewers had paid.,B: The producer observed which viewers the acrobats had paid.,1
49,1604,liked,A: The farmer indicated which townsperson the donkey had liked.,B: The farmer indicated which donkey the townsperson had liked.,1
47,1532,photographed,A: The boatman saw which diver the shark had photographed.,B: The boatman saw which shark the diver had photographed.,1
34,1056,seen,A: The sheriff recalled which locals the gangsters had seen.,B: The sheriff recalled which gangsters the locals had seen.,1
43,1390,amazed,A: The producer observed which viewers the acrobats had amazed.,B: The producer observed which acrobats the viewers had amazed.,1
50,1642,reprimanded,A: The military man knew which general the soldiers had reprimanded.,B: The military man knew which soldiers the general had reprimanded.,1
30,938,loved,A: The Indian king identified which prince the elephant had loved.,B: The Indian king identified which elephant the prince had loved.,1
38,1192,elected,A: The campaign volunteer speculated which voters the mayor had elected.,B: The campaign volunteer speculated which mayor the voters had elected.,1
55,1863,died,A: Teresa knew which neighbor the parrot had died.,B: Teresa knew which parrot the neighbor had died.,1
21,657,saved,A: The aid worker realized which philanthropist the refugees had saved.,B: The aid worker realized which refugees the philanthropist had saved.,1
7,160,feared,A: The naturalist observed which deer the predators had feared.,B: The naturalist observed which predators the deer had feared.,1
57,1910,punched,A: The cotton farmer wondered which slave the master had punched.,B: The cotton farmer wondered which master the slave had punched.,1
29,901,befriended,A: The costume designer confirmed which barber the actor had befriended.,B: The costume designer confirmed which actor the barber had befriended.,1
29,888,trimmed,A: The costume designer confirmed which actor the barber had trimmed.,B: The costume designer confirmed which barber the actor had trimmed.,1
14,399,enjoyed,A: The birthday boy saw which clown the friend had enjoyed.,B: The birthday boy saw which friend the clown had enjoyed.,1
49,1598,bought,A: The farmer indicated which donkey the townsperson had bought.,B: The farmer indicated which townsperson the donkey had bought.,1
4,102,hugged,A: The historian documented which prince the assassin had hugged.,B: The historian documented which assassin the prince had hugged.,1
31,957,identified,A: The investigator discovered which couple the abductor had identified.,B: The investigator discovered which abductor the couple had identified.,1
27,833,spoken to,A: The travel agent recorded which innkeeper the guests had spoken to.,B: The travel agent recorded which guests the innkeeper had spoken to.,1
41,1333,captured,A: The opera composer revealed which singer the pirate had captured.,B: The opera composer revealed which pirate the singer had captured.,1
12,343,loved,A: The researcher learned which biologist the whale had loved.,B: The researcher learned which whale the biologist had loved.,1
48,1561,talked,A: The committee member guessed which advisors the president had talked.,B: The committee member guessed which president the advisors had talked.,1
13,365,reported,A: Tracy announced which applicant the administrator had reported.,B: Tracy announced which administrator the applicant had reported.,1
38,1222,won,A: The campaign volunteer speculated which voters the mayor had won.,B: The campaign volunteer speculated which mayor the voters had won.,1
48,1544,chosen,A: The committee member guessed which advisors the president had chosen.,B: The committee member guessed which president the advisors had chosen.,1
52,1690,shown,A: The policeman knew which detective the suspect had shown.,B: The policeman knew which suspect the detective had shown.,1
57,1925,hit,A: The cotton farmer wondered which master the slave had hit.,B: The cotton farmer wondered which slave the master had hit.,1
34,1076,killed,A: The sheriff recalled which gangsters the locals had killed.,B: The sheriff recalled which locals the gangsters had killed.,1
45,1467,abused,A: The reporter inquired which groomer the animals had abused.,B: The reporter inquired which animals the groomer had abused.,1
18,545,called,A: The royal cook asked which lord the chef had called.,B: The royal cook asked which chef the lord had called.,1
26,788,whipped,A: The ringmaster recognized which cheetah the tamer had whipped.,B: The ringmaster recognized which tamer the cheetah had whipped.,1
26,787,hoped,A: The ringmaster recognized which tamer the cheetah had hoped.,B: The ringmaster recognized which cheetah the tamer had hoped.,1
54,1780,witnessed,A: Jack observed which conductor the passenger had witnessed.,B: Jack observed which passenger the conductor had witnessed.,1
17,493,tripped,A: The police officer noted which burglar the jeweler had tripped.,B: The police officer noted which jeweler the burglar had tripped.,1
48,1568,picked,A: The committee member guessed which advisors the president had picked.,B: The committee member guessed which president the advisors had picked.,1
32,1011,molested,A: The jail keeper forgot which prisoner the guard had molested.,B: The jail keeper forgot which guard the prisoner had molested.,1
45,1460,bred,A: The reporter inquired which animals the groomer had bred.,B: The reporter inquired which groomer the animals had bred.,1
45,1466,brushed,A: The reporter inquired which animals the groomer had brushed.,B: The reporter inquired which groomer the animals had brushed.,1
30,916,collapsed,A: The Indian king identified which prince the elephant had collapsed.,B: The Indian king identified which elephant the prince had collapsed.,1
57,1907,whipped,A: The cotton farmer wondered which slave the master had whipped.,B: The cotton farmer wondered which master the slave had whipped.,1
26,797,caught,A: The ringmaster recognized which cheetah the tamer had caught.,B: The ringmaster recognized which tamer the cheetah had caught.,1
45,1473,treated,A: The reporter inquired which groomer the animals had treated.,B: The reporter inquired which animals the groomer had treated.,1
60,1999,burglarized,A: The security guard investigated which patrolman the loiterer had burglarized.,B: The security guard investigated which loiterer the patrolman had burglarized.,1
40,1283,paid,A: The newscaster confirmed which policeman the fugitive had paid.,B: The newscaster confirmed which fugitive the policeman had paid.,1
6,146,caught,A: The judo master recognized which assailant the defender had caught.,B: The judo master recognized which defender the assailant had caught.,1
1,13,talked to,A: The librarian documented which celebrities the journalist had talked to.,B: The librarian documented which journalist the celebrities had talked to.,1
8,207,asked for,A: The restaurant owner forgot which waitress the customer had asked for.,B: The restaurant owner forgot which customer the waitress had asked for.,1
40,1299,known,A: The newscaster confirmed which policeman the fugitive had known.,B: The newscaster confirmed which fugitive the policeman had known.,1
35,1083,eaten,A: The undead king recognized which zombie the woman had eaten.,B: The undead king recognized which woman the zombie had eaten.,1
40,1282,chased,A: The newscaster confirmed which policeman the fugitive had chased.,B: The newscaster confirmed which fugitive the policeman had chased.,1
22,687,bitten,A: The camper reported which girl the bear had bitten.,B: The camper reported which bear the girl had bitten.,1
58,1951,requested,A: The farmhand recorded which breeder the goats had requested.,B: The farmhand recorded which goats the breeder had requested.,1
51,1683,conveyed,A: The parole officer confirmed which psychologist the delinquent had conveyed.,B: The parole officer confirmed which delinquent the psychologist had conveyed.,1
8,199,worked,A: The restaurant owner forgot which customer the waitress had worked.,B: The restaurant owner forgot which waitress the customer had worked.,1
31,949,pointed out,A: The investigator discovered which couple the abductor had pointed out.,B: The investigator discovered which abductor the couple had pointed out.,1
30,927,paid,A: The Indian king identified which prince the elephant had paid.,B: The Indian king identified which elephant the prince had paid.,1
43,1383,bothered,A: The producer observed which viewers the acrobats had bothered.,B: The producer observed which acrobats the viewers had bothered.,1
17,495,burglarized,A: The police officer noted which jeweler the burglar had burglarized.,B: The police officer noted which burglar the jeweler had burglarized.,1
10,260,murdered,A: The housekeeper showed which cat the mouse had murdered.,B: The housekeeper showed which mouse the cat had murdered.,1
5,128,bitten,A: The park ranger documented which eagle the hunter had bitten.,B: The park ranger documented which hunter the eagle had bitten.,1
27,836,checked in,A: The travel agent recorded which innkeeper the guests had checked in.,B: The travel agent recorded which guests the innkeeper had checked in.,1
46,1500,obeyed,A: The ape researcher identified which chimpanzee the poacher had obeyed.,B: The ape researcher identified which poacher the chimpanzee had obeyed.,1
37,1180,accused,A: The broadcaster explained which judge the contestant had accused.,B: The broadcaster explained which contestant the judge had accused.,1
16,491,liked,A: The documentarian showed which agriculturalist the piglets had liked.,B: The documentarian showed which piglets the agriculturalist had liked.,1
19,572,abused,A: The trapeze artist indicated which trainer the lion had abused.,B: The trapeze artist indicated which lion the trainer had abused.,1
53,1752,involved,A: The priest knew which exorcist the demon had involved.,B: The priest knew which demon the exorcist had involved.,1
58,1955,hit,A: The farmhand recorded which goats the breeder had hit.,B: The farmhand recorded which breeder the goats had hit.,1
52,1719,contacted,A: The policeman knew which detective the suspect had contacted.,B: The policeman knew which suspect the detective had contacted.,1
25,771,talked,A: The parent saw which lifeguard the child had talked.,B: The parent saw which child the lifeguard had talked.,1
44,1418,praised,A: The queen recognized which comedian the nobleman had praised.,B: The queen recognized which nobleman the comedian had praised.,1
56,1879,crafted,A: The art critic identified which model the artist had crafted.,B: The art critic identified which artist the model had crafted.,1
26,808,hurt,A: The ringmaster recognized which tamer the cheetah had hurt.,B: The ringmaster recognized which cheetah the tamer had hurt.,1
33,1017,attacked,A: The sailor saw which whale the man had attacked.,B: The sailor saw which man the whale had attacked.,1
39,1241,complained,A: The family counselor understood which stepparent the daughter had complained.,B: The family counselor understood which daughter the stepparent had complained.,1
52,1722,run away from,A: The policeman knew which suspect the detective had run away from.,B: The policeman knew which detective the suspect had run away from.,1
34,1066,identified,A: The sheriff recalled which gangsters the locals had identified.,B: The sheriff recalled which locals the gangsters had identified.,1
32,971,left,A: The jail keeper forgot which guard the prisoner had left.,B: The jail keeper forgot which prisoner the guard had left.,1
27,820,boarded,A: The travel agent recorded which innkeeper the guests had boarded.,B: The travel agent recorded which guests the innkeeper had boarded.,1
2,46,destroyed,A: The old widower remembered which ghost the villager had destroyed.,B: The old widower remembered which villager the ghost had destroyed.,1
8,209,served,A: The restaurant owner forgot which customer the waitress had served.,B: The restaurant owner forgot which waitress the customer had served.,1
34,1069,run,A: The sheriff recalled which gangsters the locals had run.,B: The sheriff recalled which locals the gangsters had run.,1
17,518,tied up,A: The police officer noted which jeweler the burglar had tied up.,B: The police officer noted which burglar the jeweler had tied up.,1
58,1940,met,A: The farmhand recorded which goats the breeder had met.,B: The farmhand recorded which breeder the goats had met.,1
21,637,met,A: The aid worker realized which philanthropist the refugees had met.,B: The aid worker realized which refugees the philanthropist had met.,1
42,1346,seen,A: The prison warden guessed which inmate the jailer had seen.,B: The prison warden guessed which jailer the inmate had seen.,1
24,730,punched,A: The high schooler heard which jock the geek had punched.,B: The high schooler heard which geek the jock had punched.,1
16,454,met,A: The documentarian showed which piglets the agriculturalist had met.,B: The documentarian showed which agriculturalist the piglets had met.,1
22,681,chased,A: The camper reported which girl the bear had chased.,B: The camper reported which bear the girl had chased.,1
28,887,hurt,A: The bird watcher saw which hawk the photographer had hurt.,B: The bird watcher saw which photographer the hawk had hurt.,1
58,1938,eaten,A: The farmhand recorded which goats the breeder had eaten.,B: The farmhand recorded which breeder the goats had eaten.,1
17,510,caught,A: The police officer noted which burglar the jeweler had caught.,B: The police officer noted which jeweler the burglar had caught.,1
12,337,studied,A: The researcher learned which whale the biologist had studied.,B: The researcher learned which biologist the whale had studied.,1
1,27,photographed,A: The librarian documented which celebrities the journalist had photographed.,B: The librarian documented which journalist the celebrities had photographed.,1
20,599,seen,A: The wildlife curator mentioned which zookeeper the ape had seen.,B: The wildlife curator mentioned which ape the zookeeper had seen.,1
53,1764,assaulted,A: The priest knew which demon the exorcist had assaulted.,B: The priest knew which exorcist the demon had assaulted.,1
13,354,hired,A: Tracy announced which administrator the applicant had hired.,B: Tracy announced which applicant the administrator had hired.,1
35,1091,seen,A: The undead king recognized which zombie the woman had seen.,B: The undead king recognized which woman the zombie had seen.,1
41,1323,hurt,A: The opera composer revealed which pirate the singer had hurt.,B: The opera composer revealed which singer the pirate had hurt.,1
54,1787,chosen,A: Jack observed which conductor the passenger had chosen.,B: Jack observed which passenger the conductor had chosen.,1
21,662,given,A: The aid worker realized which refugees the philanthropist had given.,B: The aid worker realized which philanthropist the refugees had given.,1
32,1007,called for,A: The jail keeper forgot which prisoner the guard had called for.,B: The jail keeper forgot which guard the prisoner had called for.,1
18,546,wanted,A: The royal cook asked which lord the chef had wanted.,B: The royal cook asked which chef the lord had wanted.,1
47,1528,swallowed,A: The boatman saw which diver the shark had swallowed.,B: The boatman saw which shark the diver had swallowed.,1
26,789,scolded,A: The ringmaster recognized which tamer the cheetah had scolded.,B: The ringmaster recognized which cheetah the tamer had scolded.,1
15,447,captured,A: The columnist publicized which celebrity the photographer had captured.,B: The columnist publicized which photographer the celebrity had captured.,1
51,1674,counselled,A: The parole officer confirmed which delinquent the psychologist had counselled.,B: The parole officer confirmed which psychologist the delinquent had counselled.,1
52,1703,spoken,A: The policeman knew which suspect the detective had spoken.,B: The policeman knew which detective the suspect had spoken.,1
21,665,swindled,A: The aid worker realized which philanthropist the refugees had swindled.,B: The aid worker realized which refugees the philanthropist had swindled.,1
54,1795,yelled at,A: Jack observed which passenger the conductor had yelled at.,B: Jack observed which conductor the passenger had yelled at.,1
52,1715,run,A: The policeman knew which detective the suspect had run.,B: The policeman knew which suspect the detective had run.,1
52,1728,robbed,A: The policeman knew which suspect the detective had robbed.,B: The policeman knew which detective the suspect had robbed.,1
48,1566,preferred,A: The committee member guessed which advisors the president had preferred.,B: The committee member guessed which president the advisors had preferred.,1
60,2041,hurt,A: The security guard investigated which patrolman the loiterer had hurt.,B: The security guard investigated which loiterer the patrolman had hurt.,1
33,1020,fallen,A: The sailor saw which whale the man had fallen.,B: The sailor saw which man the whale had fallen.,1
9,226,murdered,A: The head nun explained which friar the temptress had murdered.,B: The head nun explained which temptress the friar had murdered.,1
36,1138,killed,A: Tonia explained which conman the housewife had killed.,B: Tonia explained which housewife the conman had killed.,1
6,132,bested,A: The judo master recognized which defender the assailant had bested.,B: The judo master recognized which assailant the defender had bested.,1
38,1211,rejected,A: The campaign volunteer speculated which voters the mayor had rejected.,B: The campaign volunteer speculated which mayor the voters had rejected.,1
55,1835,repeated,A: Teresa knew which parrot the neighbor had repeated.,B: Teresa knew which neighbor the parrot had repeated.,1
1,23,described,A: The librarian documented which journalist the celebrities had described.,B: The librarian documented which celebrities the journalist had described.,1
59,1989,loved,A: The four-year-old knew which hero the dragon had loved.,B: The four-year-old knew which dragon the hero had loved.,1
13,353,talked to,A: Tracy announced which administrator the applicant had talked to.,B: Tracy announced which applicant the administrator had talked to.,1
55,1849,stolen,A: Teresa knew which neighbor the parrot had stolen.,B: Teresa knew which parrot the neighbor had stolen.,1
19,563,whipped,A: The trapeze artist indicated which trainer the lion had whipped.,B: The trapeze artist indicated which lion the trainer had whipped.,1
45,1484,fornicated,A: The reporter inquired which groomer the animals had fornicated.,B: The reporter inquired which animals the groomer had fornicated.,1
51,1650,helped,A: The parole officer confirmed which delinquent the psychologist had helped.,B: The parole officer confirmed which psychologist the delinquent had helped.,1
45,1465,seen,A: The reporter inquired which groomer the animals had seen.,B: The reporter inquired which animals the groomer had seen.,1
33,1040,killed,A: The sailor saw which whale the man had killed.,B: The sailor saw which man the whale had killed.,1
21,640,disliked,A: The aid worker realized which refugees the philanthropist had disliked.,B: The aid worker realized which philanthropist the refugees had disliked.,1
8,202,yelled,A: The restaurant owner forgot which customer the waitress had yelled.,B: The restaurant owner forgot which waitress the customer had yelled.,1
32,967,helped,A: The jail keeper forgot which guard the prisoner had helped.,B: The jail keeper forgot which prisoner the guard had helped.,1
20,603,shot,A: The wildlife curator mentioned which ape the zookeeper had shot.,B: The wildlife curator mentioned which zookeeper the ape had shot.,1
30,931,ridden,A: The Indian king identified which prince the elephant had ridden.,B: The Indian king identified which elephant the prince had ridden.,1
25,767,resuscitated,A: The parent saw which lifeguard the child had resuscitated.,B: The parent saw which child the lifeguard had resuscitated.,1
23,714,accosted,A: The dance instructor noticed which onlookers the performers had accosted.,B: The dance instructor noticed which performers the onlookers had accosted.,1
29,905,given,A: The costume designer confirmed which actor the barber had given.,B: The costume designer confirmed which barber the actor had given.,1
15,429,punched,A: The columnist publicized which celebrity the photographer had punched.,B: The columnist publicized which photographer the celebrity had punched.,1
27,813,praised,A: The travel agent recorded which innkeeper the guests had praised.,B: The travel agent recorded which guests the innkeeper had praised.,1
52,1725,interviewed,A: The policeman knew which suspect the detective had interviewed.,B: The policeman knew which detective the suspect had interviewed.,1
32,1009,let go,A: The jail keeper forgot which guard the prisoner had let go.,B: The jail keeper forgot which prisoner the guard had let go.,1
30,933,kicked,A: The Indian king identified which prince the elephant had kicked.,B: The Indian king identified which elephant the prince had kicked.,1
52,1717,wanted,A: The policeman knew which detective the suspect had wanted.,B: The policeman knew which suspect the detective had wanted.,1
41,1308,sung,A: The opera composer revealed which singer the pirate had sung.,B: The opera composer revealed which pirate the singer had sung.,1
40,1275,shot,A: The newscaster confirmed which policeman the fugitive had shot.,B: The newscaster confirmed which fugitive the policeman had shot.,1
3,66,resuscitated,A: The firefighter reported which victim the paramedic had resuscitated.,B: The firefighter reported which paramedic the victim had resuscitated.,1
6,148,tied,A: The judo master recognized which assailant the defender had tied.,B: The judo master recognized which defender the assailant had tied.,1
39,1251,wanted,A: The family counselor understood which stepparent the daughter had wanted.,B: The family counselor understood which daughter the stepparent had wanted.,1
1,32,loved,A: The librarian documented which celebrities the journalist had loved.,B: The librarian documented which journalist the celebrities had loved.,1
34,1075,located,A: The sheriff recalled which locals the gangsters had located.,B: The sheriff recalled which gangsters the locals had located.,1
58,1946,seen,A: The farmhand recorded which goats the breeder had seen.,B: The farmhand recorded which breeder the goats had seen.,1
21,647,talked to,A: The aid worker realized which philanthropist the refugees had talked to.,B: The aid worker realized which refugees the philanthropist had talked to.,1
37,1163,discussed,A: The broadcaster explained which contestant the judge had discussed.,B: The broadcaster explained which judge the contestant had discussed.,1
44,1425,witnessed,A: The queen recognized which comedian the nobleman had witnessed.,B: The queen recognized which nobleman the comedian had witnessed.,1
40,1298,assaulted,A: The newscaster confirmed which policeman the fugitive had assaulted.,B: The newscaster confirmed which fugitive the policeman had assaulted.,1
19,583,lost,A: The trapeze artist indicated which trainer the lion had lost.,B: The trapeze artist indicated which lion the trainer had lost.,1
56,1870,seduced,A: The art critic identified which model the artist had seduced.,B: The art critic identified which artist the model had seduced.,1
19,579,captured,A: The trapeze artist indicated which trainer the lion had captured.,B: The trapeze artist indicated which lion the trainer had captured.,1
58,1963,shaved,A: The farmhand recorded which goats the breeder had shaved.,B: The farmhand recorded which breeder the goats had shaved.,1
44,1435,roasted,A: The queen recognized which nobleman the comedian had roasted.,B: The queen recognized which comedian the nobleman had roasted.,1
17,519,loved,A: The police officer noted which jeweler the burglar had loved.,B: The police officer noted which burglar the jeweler had loved.,1
9,233,spoken to,A: The head nun explained which friar the temptress had spoken to.,B: The head nun explained which temptress the friar had spoken to.,1
44,1446,killed,A: The queen recognized which nobleman the comedian had killed.,B: The queen recognized which comedian the nobleman had killed.,1
26,807,liked,A: The ringmaster recognized which tamer the cheetah had liked.,B: The ringmaster recognized which cheetah the tamer had liked.,1
28,880,snapped,A: The bird watcher saw which photographer the hawk had snapped.,B: The bird watcher saw which hawk the photographer had snapped.,1
5,119,seen,A: The park ranger documented which eagle the hunter had seen.,B: The park ranger documented which hunter the eagle had seen.,1
28,872,evaded,A: The bird watcher saw which hawk the photographer had evaded.,B: The bird watcher saw which photographer the hawk had evaded.,1
